year,id,title,link,status,author,cofauthor,corauthor,level,venue,note
2023,curated-a397dc33daa6,Mobile App Crowdsourced Test Report Consistency Detection via Deep Image-and-Text Fusion Understanding,https://doi.org/10.1109/tse.2023.3285787,published,Shengcheng Yu;Chunrong Fang;Quanjun Zhang;Zhihao Cao;Yexiao Yun;Zhenfei Cao;Kai Mei;Zhenyu Chen,,,CCF-A,IEEE Transactions on Software Engineering,
2023,curated-0dc96d60fa4a,Pre-Trained Model-Based Automated Software Vulnerability Repair: How Far are We?,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=HQWxCnkAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=HQWxCnkAAAAJ:WsFh9Szeq2wC,published,Quanjun Zhang;Chunrong Fang;Bowen Yu;Weisong Sun;Tongke Zhang;Zhenyu Chen,,,CCF-A,IEEE Transactions on Dependable and Secure Computing,
2023,refresh-b5f4649292f1,"Security-based code smell definition, detection, and impact quantification in Android",https://doi.org/10.1002/spe.3257,published,Yi Zhong;Mengyu Shi;Jiawei He;Chunrong Fang;Zhenyu Chen,,,CCF-B,Software: Practice and Experience,
2023,refresh-cd7ce688e976,Test Report Generation for Android App Testing Via Heterogeneous Data Analysis,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=S3Rd5TgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=S3Rd5TgAAAAJ:t7zJ5fGR-2UC,published,Chunrong Fang;Shengcheng Yu;Ting Su;Jing Zhang;Yuanhan Tian;Yang Liu,,,CCF-A,IEEE Transactions on Software Engineering,
2022,publication-39,Adaptive Test Selection for Deep Neural Networks,https://doi.org/10.1145/3510003.3510232,published,Xinyu Gao;Yang Feng;Yining Yin;Zixi Liu;Zhenyu Chen;Baowen Xu,,,CCF-A,International Conference on Software Engineering (ICSE),
2022,publication-33,ASRTest: automated testing for deep-neural-network-driven speech recognition systems,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=HQWxCnkAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=HQWxCnkAAAAJ:4pF9x-cDGsoC,published,Pin Ji;Yang Feng;Jia Liu;Zhihong Zhao;Zhenyu Chen,,,CCF-A,International Symposium on Software Testing and Analysis (ISSTA),
2022,refresh-6c8803740a11,CIRCLE: continual repair across programming languages,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=S3Rd5TgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=S3Rd5TgAAAAJ:hkOj_22Ku90C,published,Wei Yuan;Quanjun Zhang;Tieke He;Chunrong Fang;Nguyen Quoc Viet Hung;Xiaodong Hao;Hongzhi Yin,,,CCF-A,International Symposium on Software Testing and Analysis (ISSTA),
2022,publication-42,Classifying crowdsourced mobile test reports with image features: An empirical study,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=HQWxCnkAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=HQWxCnkAAAAJ:S0RksyIsHSIC,published,Yuying Li;Yang Feng;Rui Hao;Di Liu;Chunrong Fang;Zhenyu Chen;Baowen Xu,,,CCF-B,Journal of Systems and Software,
2022,publication-40,Code Search based on Context-aware Code Translation,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=S3Rd5TgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=S3Rd5TgAAAAJ:oNZyr7d5Mn4C,published,Weisong Sun;Chunrong Fang;Yuchen Chen;Guanhong Tao;Tingxu Han;Quanjun Zhang,,,CCF-A,International Conference on Software Engineering (ICSE),
2022,publication-38,DeepState: Selecting Test Suites to Enhance the Robustness of Recurrent Neural Networks,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=HQWxCnkAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=HQWxCnkAAAAJ:9fRKRCJz75UC,published,Zixi Liu;Yang Feng;Yining Yin;Zhenyu Chen,,,CCF-A,International Conference on Software Engineering (ICSE),
2022,refresh-d84dea3eb07f,ElecDaug: Electromagnetic Data Augmentation for Model Repair based on Metamorphic Relation,https://doi.org/10.1145/3551349.3559536,published,Jiawei He;Zhida Bao;Quanjun Zhang;Weisong Sun;Jiawei Liu;Chunrong Fang;Yun Lin,,,CCF-A,International Conference on Automated Software Engineering (ASE),
2022,refresh-b3c5e1143c80,Leveraging Android Automated Testing to Assist Crowdsourced Testing,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=S3Rd5TgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=S3Rd5TgAAAAJ:tzM49s52ZIMC,published,Xiuting Ge;Shengcheng Yu;Chunrong Fang;Qi Zhu;Zhihong Zhao,,,CCF-A,IEEE Transactions on Software Engineering,
2022,publication-34,LiRTest: augmenting LiDAR point clouds for automated testing of autonomous driving systems,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=HQWxCnkAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=HQWxCnkAAAAJ:z-B63o8J19IC,published,An Guo;Yang Feng;Zhenyu Chen,,,CCF-A,International Symposium on Software Testing and Analysis (ISSTA),
2022,refresh-da7a77528007,Locality-based security bug report identification via active learning,https://doi.org/10.1016/j.infsof.2022.106899,published,Xiuting Ge;Chunrong Fang;Meiyuan Qian;Yu Ge;Mingshuang Qing,,,CCF-B,Information and Software Technology,
2022,refresh-5a5f9d704d8f,META: Multidimensional Evaluation of Testing Ability,https://doi.org/10.1145/3510454.3516867,published,Tianqi Zhou;Jiawei Liu;Yifan Wang;Zhenyu Chen,,,CCF-A,International Conference on Software Engineering (ICSE),
2022,curated-ec29d030cbf3,QATest: A Uniform Fuzzing Framework for Question Answering Systems,https://doi.org/10.1145/3551349.3556929,published,Zixi Liu;Yang Feng;Yining Yin;Jingyu Sun;Zhenyu Chen;Baowen Xu,,,CCF-A,International Conference on Automated Software Engineering (ASE),
2022,refresh-3068b52d88f2,RULER: discriminative and iterative adversarial training for deep neural network fairness,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=S3Rd5TgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=S3Rd5TgAAAAJ:7T2F9Uy0os0C,published,Guanhong Tao;Weisong Sun;Tingxu Han;Chunrong Fang;Xiangyu Zhang,,,CCF-A,ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering (FSE/ESEC),
2022,refresh-6b8cd89ca9a1,Selectively Combining Multiple Coverage Goals in Search-Based Unit Test Generation,https://doi.org/10.1145/3551349.3556902,published,Zhichao Zhou;Yuming Zhou;Chunrong Fang;Zhenyu Chen;Yutian Tang,,,CCF-A,International Conference on Automated Software Engineering (ASE),
2022,refresh-8c94951bef8b,SemCluster: a semi-supervised clustering tool for crowdsourced test reports with deep image understanding,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=HQWxCnkAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=HQWxCnkAAAAJ:dHRcJqc9SEQC,published,Mingzhe Du;Shengcheng Yu;Chunrong Fang;Tongyu Li;Heyuan Zhang;Zhenyu Chen,,,CCF-A,ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering (FSE/ESEC),
2022,refresh-7959c23035b1,TauLiM: Test Data Augmentation of LiDAR Point Cloud by Metamorphic Relation,https://doi.org/10.1145/3510454.3516860,published,Ju Lin;Jiawei Liu;Qanjun Zhang;Xufan Zhang;Chunrong Fang,,,CCF-A,International Conference on Software Engineering (ICSE),
2022,refresh-923cfdf27c88,TauPad: Test Data Augmentation of Point Clouds by Adversarial Mutation,https://doi.org/10.1145/3510454.3517050,published,Guandi Liu;Jiawei Liu;Quanjun Zhang;Chunrong Fang;Xufan Zhang,,,CCF-A,International Conference on Software Engineering (ICSE),
2022,refresh-9465f8cd9f15,Test case prioritization using partial attention,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=S3Rd5TgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=S3Rd5TgAAAAJ:PR6Y55bgFSsC,published,Quanjun Zhang;Chunrong Fang;Weisong Sun;Shengcheng Yu;Yutao Xu;Yulei Liu,,,CCF-B,Journal of Systems and Software,
2022,refresh-595dfa877ff9,Test case recommendation based on balanced distance of test targets,https://doi.org/10.1016/j.infsof.2022.106994,published,Weisong Sun;Quanjun Zhang;Chunrong Fang;Yuchen Chen;Xingya Wang;Ziyuan Wang,,,CCF-B,Information and Software Technology,
2022,refresh-86585de9664c,UniRLTest: universal platform-independent testing with reinforcement learning via image understanding,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=HQWxCnkAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=HQWxCnkAAAAJ:C-SEpTPhZ1wC,published,Ziqian Zhang;Yulei Liu;Shengcheng Yu;Xin Li;Yexiao Yun;Chunrong Fang;Zhenyu Chen,,,CCF-A,International Symposium on Software Testing and Analysis (ISSTA),
2021,publication-49,DialTest: automated testing for recurrent-neural-network-driven dialogue systems,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=HQWxCnkAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=HQWxCnkAAAAJ:Np1obAXpBq8C,published,Zixi Liu;Yang Feng;Zhenyu Chen,,,CCF-A,International Symposium on Software Testing and Analysis (ISSTA),
2021,refresh-96817b67dde8,Duo: Differential Fuzzing for Deep Learning Operators,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=HQWxCnkAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=HQWxCnkAAAAJ:qt-6tCTBDsQC,published,Xufan Zhang;Jiawei Liu;Ning Sun;Chunrong Fang;Jia Liu;Jiang Wang;Dong Chai;Zhenyu Chen,,,CCF-B,IEEE Transactions on Reliability,
2021,publication-50,Graph-based Fuzz Testing for Deep Learning Inference Engines,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=HQWxCnkAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=HQWxCnkAAAAJ:dT4-KZ621vcC,published,Weisi Luo;Dong Chai;Xiaoyue Run;Jiang Wang;Chunrong Fang;Zhenyu Chen,,,CCF-A,International Conference on Software Engineering (ICSE),
2021,refresh-e5a0d33431d3,Guest Editorial: A Retrospective of Special Sections on Software Testing and Program Analysis,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=HQWxCnkAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=HQWxCnkAAAAJ:wTekDMGr9GkC,published,T. H. Tse;Yves Le Traon;Zhenyu Chen,,,CCF-B,IEEE Transactions on Reliability,
2021,publication-52,Layout and Image Recognition Driving Cross-Platform Automated Mobile Testing,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=S3Rd5TgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=S3Rd5TgAAAAJ:1qzjygNMrQYC,published,Shengcheng Yu;Chunrong Fang;Yexiao Yun;Yang Feng;Zhenyu Chen,,,CCF-A,International Conference on Software Engineering (ICSE),
2021,publication-48,Predoo: precision testing of deep learning operators,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=HQWxCnkAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=HQWxCnkAAAAJ:DrOLxFoABAwC,published,Xufan Zhang;Ning Sun;Chunrong Fang;Jiawei Liu;Jia Liu;Dong Chai;Jiang Wang;Zhenyu Chen,,,CCF-A,International Symposium on Software Testing and Analysis (ISSTA),
2021,publication-51,Prioritize Crowdsourced Test Reports via Deep Screenshot Understanding,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=HQWxCnkAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=HQWxCnkAAAAJ:JoHZYnTS1h4C,published,Shengcheng Yu;Chunrong Fang;Zhenfei Cao;Xu Wang;Tongyu Li;Zhenyu Chen,,,CCF-A,International Conference on Software Engineering (ICSE),
2021,publication-67,Smart Contract Development: Challenges and Opportunities,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=HQWxCnkAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=HQWxCnkAAAAJ:TewouNez5YAC,published,Weiqin Zou;David Lo;Pavneet Singh Kochhar;Xuan-Bach Dinh Le;Xin Xia;Yang Feng;Zhenyu Chen;Baowen Xu,,,CCF-A,IEEE Transactions on Software Engineering,
2021,publication-47,TauMed: test augmentation of deep learning in medical diagnosis,https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=HQWxCnkAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=HQWxCnkAAAAJ:n8FNryW2AHIC,published,Yunhan Hou;Jiawei Liu;Daiwei Wang;Jiawei He;Chunrong Fang;Zhenyu Chen,,,CCF-A,International Symposium on Software Testing and Analysis (ISSTA),
2020,publication-60,Crowdsourced Requirements Generation for Automatic Testing via Knowledge Graph,,published,Chao Guo;Tieke He;Wei Yuan;Yue Guo;Rui Hao,,,CCF-A,[C]//Proceedings of the 29th ACM SIGSOFT International Symposium on Software Testing and Analysis. 2020: 545-548,
2020,publication-63,DeepGini: prioritizing massive tests to enhance the robustness of deep neural networks,https://doi.org/10.1145/3395363.3397357,published,Yang Feng;Qingkai Shi;Xinyu Gao;Jun Wan;Chunrong Fang;Zhenyu Chen,,,CCF-A,ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA),
2020,publication-62,Functional code clone detection with syntax and semantics fusion learning,https://doi.org/10.1145/3395363.3397362,published,Chunrong Fang;Zixi Liu;Yangyang Shi;Jeff Huang;Qingkai Shi,,,CCF-A,ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA),
2020,publication-57,HomoTR: Online Test Recommendation System Based on Homologous Code Matching,https://doi.org/10.1145/3324884.3415296,published,Chenqian Zhu;Weisong Sun;Qin Liu;Yangyang Yuan;Chunrong Fang;Yong Huang,,,CCF-A,IEEE/ACM International Conference on Automated Software Engineering (ASE),
2020,publication-56,"Jones, Zhenyu Chen. Clustering Crowdsourced Test Reports of Mobile Applications Using Image Understanding",,published,Di Liu;Yang Feng;Xiaofang Zhang;James A,,,CCF-A,"[J]. IEEE Transactions on Software Engineering, 2020",
2020,publication-58,STIFA: Crowdsourced Mobile Testing Report Selection Based on Text and Image Fusion Analysis,https://doi.org/10.1145/3324884.3415300,published,Zhenfei Cao;Xu Wang;Shengcheng Yu;Yexiao Yun;Chunrong Fang,,,CCF-A,IEEE/ACM International Conference on Automated Software Engineering (ASE),
2020,publication-61,TauJud: Test Augmentation of Machine Learning in Judicial Documents,,published,Zichen Guo;Jiawei Liu;Tieke He;Zhuoyang Li;Peitian Zhangzhu,,,CCF-A,[C]//Proceedings of the 29th ACM SIGSOFT International Symposium on Software Testing and Analysis. 2020: 549-552,
2020,publication-59,Test recommendation system based on slicing coverage filtering,https://doi.org/10.1145/3395363.3404370,published,Ruixiang Qian;Yuan Zhao;Duo Men;Yang Feng;Qingkai Shi;Yong Huang;Zhenyu Chen,,,CCF-A,ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA),
2019,publication-90,A Unified Framework for Bug Report Assignment,https://doi.org/10.1142/S0218194019500256,published,Yuan Zhao;Tieke He;Zhenyu Chen,,,CCF-C,International Journal of Software Engineering and Knowledge Engineering,
2019,publication-80,CoCoTest: collaborative crowdsourced testing for Android applications,https://doi.org/10.1145/3293882.3339000,published,Haoyu Li;Chunrong Fang;Zhibin Wei;Zhenyu Chen,,,CCF-A,ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA),
2019,publication-79,CTRAS: a tool for aggregating and summarizing crowdsourced test reports,https://doi.org/10.1145/3293882.3339004,published,Yuying Li;Rui Hao;Yang Feng;James A. Jones;Xiaofang Zhang;Zhenyu Chen,,,CCF-A,ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA),
2019,publication-87,CTRAS: crowdsourced test report aggregation and summarization,https://doi.org/10.1109/ICSE.2019.00096,published,Rui Hao;Yang Feng;James A. Jones;Yuying Li;Zhenyu Chen,,,CCF-A,IEEE/ACM International Conference on Software Engineering (ICSE),
2019,publication-81,File-level socio-technical congruence and its relationship with bug proneness in OSS projects,https://doi.org/10.1016/j.jss.2019.05.030,published,Weiqiang Zhang;Shing-Chi Cheung;Zhenyu Chen;Yuming Zhou;Bin Luo,,,CCF-B,Journal of Systems and Software,
2019,publication-88,Global optimization of numerical programs via prioritized stochastic algebraic transformations,https://doi.org/10.1109/ICSE.2019.00116,published,Xie Wang;Huaijin Wang;Zhendong Su;Enyi Tang;Xin Chen;Weijun Shen;Zhenyu Chen;Linzhang Wang;Xianpei Zhang;Xuandong Li,,,CCF-A,IEEE/ACM International Conference on Software Engineering (ICSE),
2019,publication-82,How does code style inconsistency affect pull request integration? An exploratory study on 117 GitHub projects,https://doi.org/10.1007/s10664-019-09720-x,published,Weiqin Zou;Jifeng Xuan;Xiaoyuan Xie;Zhenyu Chen;Baowen Xu,,,CCF-B,Empirical Software Engineering,
2019,publication-73,LIRAT: Layout and Image Recognition Driving Automated Mobile Testing of Cross-Platform,https://doi.org/10.1109/ASE.2019.00103,published,Shengcheng Yu;Chunrong Fang;Yang Feng;Wenyuan Zhao;Zhenyu Chen,,,CCF-A,IEEE/ACM International Conference on Automated Software Engineering (ASE),
2019,publication-74,MuSC: A Tool for Mutation Testing of Ethereum Smart Contract,https://doi.org/10.1109/ASE.2019.00136,published,Zixin Li;Haoran Wu;Jiehui Xu;Xingya Wang;Lingming Zhang;Zhenyu Chen,,,CCF-A,IEEE/ACM International Conference on Automated Software Engineering (ASE),
2019,publication-75,NeuralVis: Visualizing and Interpreting Deep Learning Models,https://doi.org/10.1109/ASE.2019.00113,published,Xufan Zhang;Ziyue Yin;Yang Feng;Qingkai Shi;Jia Liu;Zhenyu Chen,,,CCF-A,IEEE/ACM International Conference on Automated Software Engineering (ASE),
2019,publication-89,"Successes, challenges, and rethinking - an industrial investigation on crowdsourced mobile application testing",https://doi.org/10.1007/s10664-018-9618-5,published,Ruizhi Gao;Yabin Wang;Yang Feng;Zhenyu Chen;W. Eric Wong,,,CCF-B,Empirical Software Engineering,
2018,publication-93,How practitioners perceive automated bug report management techniques,,published,Weiqin Zou;David Lo;Zhenyu Chen;Xin Xia;Yang Feng;Baowen Xu,,,CCF-A,"[J]. IEEE Transactions on Software Engineering, 2018, 46(8): 836-862",
2017,publication-101,"Eric Wong, Zhenyu Chen, Yabin Wang. Effective software fault localization using predicted execution results",,published,Ruizhi Gao;W,,,CCF-C,"[J]. Software Quality Journal, 2017, 25(1): 131-169",
2017,publication-105,Software Numerical Instability Detection and Diagnosis by Combining Stochastic and Infinite-Precision Testing,https://doi.org/10.1109/TSE.2016.2642956,published,Enyi Tang;Xiangyu Zhang;Norbert Th. Müller;Zhenyu Chen;Xuandong Li,,,CCF-A,IEEE Transactions on Software Engineering,
2016,publication-106,Multi-objective test report prioritization using image understanding,https://doi.org/10.1145/2970276.2970367,published,Yang Feng;James A. Jones;Zhenyu Chen;Chunrong Fang,,,CCF-A,IEEE/ACM International Conference on Automated Software Engineering (ASE),
2016,publication-109,Revisit of automatic debugging via human focus-tracking analysis,https://doi.org/10.1145/2884781.2884834,published,Xiaoyuan Xie;Zicong Liu;Shuo Song;Zhenyu Chen;Jifeng Xuan;Baowen Xu,,,CCF-A,IEEE/ACM International Conference on Software Engineering (ICSE),
2016,publication-113,SITAR: GUI Test Script Repair,https://doi.org/10.1109/TSE.2015.2454510,published,Zebao Gao;Zhenyu Chen;Yunxiao Zou;Atif M. Memon,,,CCF-A,IEEE Transactions on Software Engineering,
2016,publication-111,Verifying Synchronization for Atomicity Violation Fixing,https://doi.org/10.1109/TSE.2015.2477820,published,Qingkai Shi;Jeff Huang;Zhenyu Chen;Baowen Xu,,,CCF-A,IEEE Transactions on Software Engineering,
2015,publication-117,"EFSM-Based Test Case Generation: Sequence, Data, and Oracle",https://doi.org/10.1142/S0218194015300018,published,Rui Yang;Zhenyu Chen;Zhiyi Zhang;Baowen Xu,,,CCF-C,International Journal of Software Engineering and Knowledge Engineering,
2015,curated-f9f370e9bed5,Test report prioritization to assist crowdsourced testing,https://doi.org/10.1145/2786805.2786862,published,Yang Feng;Zhenyu Chen;James A. Jones;Chunrong Fang;Baowen Xu,,,CCF-A,ACM International Conference on the Foundations of Software Engineering (FSE),
2014,curated-3371d371d618,Virtual DOM coverage for effective testing of dynamic web applications,https://doi.org/10.1145/2610384.2610399,published,Yunxiao Zou;Zhenyu Chen;Yunhui Zheng;Xiangyu Zhang;Zebao Gao,,,CCF-A,ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA),
